authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,details,abstract,references.bibliographic,contentType,revisionOf,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,group,keywords,references.normative,status.draft,status.unknown,status.withdrawn,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,isbn,status.withdrawnDate,repo,relatedDocs,status.reaffirmDate,issn,releaseTag,status.latestVersion,status.state,status.stabilizedDate,status.withdrawnNotice,docElement,status.stage,status.supersededByr,xmlNamespace
undefined,SMPTE.ST2082-1.2015,SMPTE ST 2082-1:2015,12G-SDI — Electrical,Standard,10.5594/SMPTE.ST2082-1.2015,https://doi.org/10.5594/SMPTE.ST2082-1.2015,2015-02-04,SMPTE,https://pub.smpte.org/doc/st2082-1/20150204-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2082-1.2023-11""]",true,"[""SMPTE.ST2082-1.2015Am1.2016""]",undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2023-11-15,undefined,undefined,2082,1,undefined,undefined,undefined,undefined,undefined,undefined,20150204-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2082-1.2015Am1.2016,SMPTE ST 2082-1:2015 Am1:2016,12G-SDI — Electrical,Standard,10.5594/SMPTE.ST2082-1.2015Am1.2016,https://doi.org/10.5594/SMPTE.ST2082-1.2015Am1.2016,2016-10-14,SMPTE,https://pub.smpte.org/doc/st2082-1/20161014-am1-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2082-1.2023-11""]",undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2023-11-15,undefined,undefined,2082,1,undefined,undefined,undefined,undefined,undefined,undefined,20161014-am1-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2082-1.2023-11,SMPTE ST 2082-1:2023-11,12G-SDI — Electrical,Standard,10.5594/SMPTE.ST2082-1.2023-11,https://doi.org/10.5594/SMPTE.ST2082-1.2023-11,2023-11-15,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2082,1,undefined,undefined,undefined,undefined,undefined,undefined,20231115-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2082-10.2015,SMPTE ST 2082-10:2015,12G-SDI — 2160-line and 1080-line Source Image and Ancillary Data Mapping for 12G-SDI,Standard,10.5594/SMPTE.ST2082-10.2015,https://doi.org/10.5594/SMPTE.ST2082-10.2015,2015-02-04,SMPTE,https://pub.smpte.org/doc/st2082-10/20150204-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2082-10.2018""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2018-01-02,undefined,undefined,2082,10,undefined,undefined,undefined,undefined,undefined,undefined,20150204-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2082-10.2018,SMPTE ST 2082-10:2018,12G-SDI — 2160-line and 1080-line Source Image and Ancillary Data Mapping for 12G-SDI,Standard,10.5594/SMPTE.ST2082-10.2018,https://doi.org/10.5594/SMPTE.ST2082-10.2018,2018-01-02,SMPTE,https://pub.smpte.org/doc/st2082-10/20180102-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2082,10,undefined,undefined,undefined,undefined,undefined,undefined,20180102-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2082-11.2016,SMPTE ST 2082-11:2016,12G-SDI — 4320-line and 2160-line Source Image and Ancillary Data Mapping for Dual-link 12G-SDI,Standard,10.5594/SMPTE.ST2082-11.2016,https://doi.org/10.5594/SMPTE.ST2082-11.2016,2016-06-15,SMPTE,https://pub.smpte.org/doc/st2082-11/20160615-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2082-11.2019""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2019-06-24,undefined,undefined,2082,11,undefined,undefined,undefined,undefined,undefined,undefined,20160615-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2082-11.2019,SMPTE ST 2082-11:2019,12G-SDI — 4320-line and 2160-line Source Image and Ancillary Data Mapping for Dual-link 12G-SDI,Standard,10.5594/SMPTE.ST2082-11.2019,https://doi.org/10.5594/SMPTE.ST2082-11.2019,2019-06-24,SMPTE,https://pub.smpte.org/doc/st2082-11/20190624-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2082,11,undefined,undefined,undefined,undefined,undefined,undefined,20190624-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2082-12.2016,SMPTE ST 2082-12:2016,12G-SDI — 4320-line and 2160-line Source Image and Ancillary Data Mapping for Quad-link 12G-SDI,Standard,10.5594/SMPTE.ST2082-12.2016,https://doi.org/10.5594/SMPTE.ST2082-12.2016,2016-06-15,SMPTE,https://pub.smpte.org/doc/st2082-12/20160615-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2082-12.2019""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2019-06-24,undefined,undefined,2082,12,undefined,undefined,undefined,undefined,undefined,undefined,20160615-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2082-12.2019,SMPTE ST 2082-12:2019,12G-SDI — 4320-line and 2160-line Source Image and Ancillary Data Mapping for Quad-link 12G-SDI,Standard,10.5594/SMPTE.ST2082-12.2019,https://doi.org/10.5594/SMPTE.ST2082-12.2019,2019-06-24,SMPTE,https://pub.smpte.org/doc/st2082-12/20190624-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2082,12,undefined,undefined,undefined,undefined,undefined,undefined,20190624-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2082-30.2017,SMPTE ST 2082-30:2017,"12G-SDI — Transport of Multiple 6Gb/s, 3Gb/s or 1.5Gb/s signals on a 12G-SDI link",Standard,10.5594/SMPTE.ST2082-30.2017,https://doi.org/10.5594/SMPTE.ST2082-30.2017,2017-08-09,SMPTE,https://pub.smpte.org/doc/st2082-30/20170809-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2082,30,undefined,undefined,undefined,undefined,undefined,undefined,20170809-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2084.2014,SMPTE ST 2084:2014,High Dynamic Range Electro-Optical Transfer Function of Mastering Reference Displays,Standard,10.5594/SMPTE.ST2084.2014,https://doi.org/10.5594/SMPTE.ST2084.2014,2014-08-16,SMPTE,https://pub.smpte.org/doc/st2084/20140816-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2084,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20140816-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2085.2015,SMPTE ST 2085:2015,Y′D′ZD′X Color-Difference Computations for High Dynamic Range X′Y′Z′ Signals,Standard,10.5594/SMPTE.ST2085.2015,https://doi.org/10.5594/SMPTE.ST2085.2015,2015-03-26,SMPTE,https://pub.smpte.org/doc/st2085/20150326-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2085,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20150326-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2086.2014,SMPTE ST 2086:2014,Mastering Display Color Volume Metadata Supporting High Luminance and Wide Color Gamut Images,Standard,10.5594/SMPTE.ST2086.2014,https://doi.org/10.5594/SMPTE.ST2086.2014,2014-10-13,SMPTE,https://pub.smpte.org/doc/st2086/20141013-pub/,false,undefined,undefined,null,undefined,undefined,true,true,"[""SMPTE.ST2086.2018""]",false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,2018-04-09,undefined,undefined,2086,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20141013-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2086.2018,SMPTE ST 2086:2018,Mastering Display Color Volume Metadata Supporting High Luminance and Wide Color Gamut Images,Standard,10.5594/SMPTE.ST2086.2018,https://doi.org/10.5594/SMPTE.ST2086.2018,2018-04-09,SMPTE,https://pub.smpte.org/doc/st2086/20180409-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2086,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20180409-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2087.2016,SMPTE ST 2087:2016,Depth Map Representation,Standard,10.5594/SMPTE.ST2087.2016,https://doi.org/10.5594/SMPTE.ST2087.2016,2016-07-29,SMPTE,https://pub.smpte.org/doc/st2087/20160729-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2087,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20160729-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2088.2019,SMPTE ST 2088:2019,Essence Element Key Register Structure,Standard,10.5594/SMPTE.ST2088.2019,https://doi.org/10.5594/SMPTE.ST2088.2019,2019-07-09,SMPTE,https://pub.smpte.org/doc/st2088/20190709-pub/,true,undefined,undefined,undefined,undefined,undefined,true,false,undefined,false,undefined,undefined,smpte-30mr-tc,undefined,"[""SMPTE.ST298.2009"",""SMPTE.ST336.2007"",""SMPTE.ST2029.2009"",""W3C.xml-names.20060816""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,2088,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20190709-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST209.1996,SMPTE ST 209:1996,Motion-Picture Film (8-mm Type S) - Magnetic Audio Records - Recorded Characteristic,Standard,10.5594/SMPTE.ST209.1996,https://doi.org/10.5594/SMPTE.ST209.1996,1996-03-08,SMPTE,https://pub.smpte.org/doc/st209/19960308-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,209,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19960308-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2091-1.2017,SMPTE ST 2091-1:2017,Ruggedized Fiber-Optic Connectors — Ruggedized Fiber-Optic Connectors for HDTV and UHDTV SDI,Standard,10.5594/SMPTE.ST2091-1.2017,https://doi.org/10.5594/SMPTE.ST2091-1.2017,2017-01-06,SMPTE,https://pub.smpte.org/doc/st2091-1/20170106-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2091,1,undefined,undefined,undefined,undefined,undefined,undefined,20170106-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2094-1.2016,SMPTE ST 2094-1:2016,Dynamic Metadata for Color Volume Transform — Core Components,Standard,10.5594/SMPTE.ST2094-1.2016,https://doi.org/10.5594/SMPTE.ST2094-1.2016,2016-05-18,SMPTE,https://pub.smpte.org/doc/st2094-1/20160518-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2094,1,undefined,undefined,undefined,undefined,undefined,undefined,20160518-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2094-10.2016,SMPTE ST 2094-10:2016,Dynamic Metadata for Color Volume Transform — Application #1,Standard,10.5594/SMPTE.ST2094-10.2016,https://doi.org/10.5594/SMPTE.ST2094-10.2016,2016-05-18,SMPTE,https://pub.smpte.org/doc/st2094-10/20160518-pub/,false,undefined,undefined,null,undefined,undefined,true,true,"[""SMPTE.ST2094-10.2020""]",false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,2020-12-02,undefined,undefined,2094,10,undefined,undefined,undefined,undefined,undefined,undefined,20160518-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2094-10.2020,SMPTE ST 2094-10:2020,Dynamic Metadata for Color Volume Transform — Application #1,Standard,10.5594/SMPTE.ST2094-10.2020,https://doi.org/10.5594/SMPTE.ST2094-10.2020,2020-12-02,SMPTE,undefined,true,undefined,undefined,"[""SMPTE.RP431-2.2011"",""SMPTE.EG432-1.2010"",""SMPTE.ST2085.2015""]",undefined,undefined,true,false,undefined,false,undefined,undefined,smpte-10e-tc,undefined,"[""SMPTE.ST2084.2014"",""SMPTE.ST2094-1.2016""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,2094,10,undefined,undefined,undefined,undefined,undefined,undefined,20201202-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2094-10.2021,SMPTE ST 2094-10:2021,Dynamic Metadata for Color Volume Transform — Application #1,Standard,10.5594/SMPTE.ST2094-10.2021,https://doi.org/10.5594/SMPTE.ST2094-10.2021,2021-04-09,SMPTE,https://my.smpte.org/s/product-details?id=a1BVR0000007Ndz,true,Incorrectly published as 2020 and labeled as 2021,undefined,"[""SMPTE.RP431-2.2011"",""SMPTE.EG432-1.2010"",""SMPTE.ST2085.2015""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,smpte-10e-tc,undefined,"[""SMPTE.ST2084.2014"",""SMPTE.ST2094-1.2016""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,2094,10,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2094-2.2017,SMPTE ST 2094-2:2017,Dynamic Metadata for Color Volume Transform — KLV Encoding and MXF Mapping,Standard,10.5594/SMPTE.ST2094-2.2017,https://doi.org/10.5594/SMPTE.ST2094-2.2017,2017-01-06,SMPTE,https://pub.smpte.org/doc/st2094-2/20170106-pub/,false,undefined,undefined,null,undefined,undefined,undefined,true,"[""SMPTE.ST2094-2.2023-04""]",false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,2023-04-05,undefined,undefined,2094,2,undefined,undefined,undefined,undefined,undefined,undefined,20170106-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2094-2.2023-04,SMPTE ST 2094-2:2023-04,Dynamic Metadata for Color Volume Transform — KLV Encoding and MXF Mapping,Standard,10.5594/SMPTE.ST2094-2.2023-04,https://doi.org/10.5594/SMPTE.ST2094-2.2023-04,2023-04-05,SMPTE,undefined,true,undefined,undefined,"[""SMPTE.ST379-1.2009"",""SMPTE.ST422.2014"",""SMPTE.ST2067-3.2016""]",undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-10e-tc,undefined,"[""SMPTE.ST298.2009"",""SMPTE.ST335.2012"",""SMPTE.ST336.2017"",""SMPTE.ST377-1.2019"",""SMPTE.ST379-2.2010"",""SMPTE.ST395.2014"",""SMPTE.ST400.2012"",""SMPTE.ST2094-1.2016"",""SMPTE.ST2094-10.2021"",""SMPTE.ST2094-20.2016"",""SMPTE.ST2094-30.2016"",""SMPTE.ST2094-40.2020""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,2094,2,undefined,undefined,undefined,undefined,undefined,undefined,20230405-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2094-20.2016,SMPTE ST 2094-20:2016,Dynamic Metadata for Color Volume Transform — Application #2,Standard,10.5594/SMPTE.ST2094-20.2016,https://doi.org/10.5594/SMPTE.ST2094-20.2016,2016-07-06,SMPTE,https://pub.smpte.org/doc/st2094-20/20160706-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2094,20,undefined,undefined,undefined,undefined,undefined,undefined,20160706-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2094-30.2016,SMPTE ST 2094-30:2016,Dynamic Metadata for Color Volume Transform — Application #3,Standard,10.5594/SMPTE.ST2094-30.2016,https://doi.org/10.5594/SMPTE.ST2094-30.2016,2016-07-06,SMPTE,https://pub.smpte.org/doc/st2094-30/20160706-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2094,30,undefined,undefined,undefined,undefined,undefined,undefined,20160706-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2094-40.2016,SMPTE ST 2094-40:2016,Dynamic Metadata for Color Volume Transform — Application #4,Standard,10.5594/SMPTE.ST2094-40.2016,https://doi.org/10.5594/SMPTE.ST2094-40.2016,2016-08-24,SMPTE,https://pub.smpte.org/doc/st2094-40/20160824-pub/,false,undefined,undefined,null,undefined,undefined,true,true,"[""SMPTE.ST2094-40.2020""]",false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,2020-04-09,undefined,undefined,2094,40,undefined,undefined,undefined,undefined,undefined,undefined,20160824-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2094-40.2020,SMPTE ST 2094-40:2020,Dynamic Metadata for Color Volume Transform — Application #4,Standard,10.5594/SMPTE.ST2094-40.2020,https://doi.org/10.5594/SMPTE.ST2094-40.2020,2020-04-09,SMPTE,https://pub.smpte.org/doc/st2094-40/20200409-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,smpte-10e-tc,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2094,40,undefined,undefined,undefined,undefined,undefined,undefined,20200409-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2095-1.2015,SMPTE ST 2095-1:2015,Cinema Sound — Calibration Reference Wideband Digital Pink Noise Signal,Standard,10.5594/SMPTE.ST2095-1.2015,https://doi.org/10.5594/SMPTE.ST2095-1.2015,2015-09-01,SMPTE,https://pub.smpte.org/doc/st2095-1/20150901-pub/,false,undefined,undefined,undefined,undefined,undefined,undefined,true,"[""SMPTE.ST2095-1.2023-09""]",false,undefined,undefined,smpte-27c-tc,"[""Audio"",""DCinema"",""Film"",""Theater"",""Test & Measurement"",""Projection"",""Sound""]","[""SMPTE.RP200.2012"",""AES17.1998""]",undefined,undefined,undefined,undefined,2023-09-27,undefined,undefined,2095,1,undefined,undefined,https://github.com/SMPTE/st2095-1/,undefined,undefined,undefined,20150901-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2095-1.2023-09,SMPTE ST 2095-1:2023-09,Cinema Sound — Calibration Reference Wideband Digital Pink Noise Signal,Standard,10.5594/SMPTE.ST2095-1.2023-09,https://doi.org/10.5594/SMPTE.ST2095-1.2023-09,2023-09-27,SMPTE,undefined,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2095,1,undefined,undefined,https://github.com/SMPTE/st2095-1/,undefined,undefined,undefined,20230927-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2098-1.2018,SMPTE ST 2098-1:2018,Immersive Audio — Immersive Audio Metadata,Standard,10.5594/SMPTE.ST2098-1.2018,https://doi.org/10.5594/SMPTE.ST2098-1.2018,2018-06-18,SMPTE,https://pub.smpte.org/doc/st2098-1/20180618-pub/,true,undefined,undefined,"[""SMPTE.ER0989.2014""]",undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-27c-tc,"[""DCinema"",""Metadata"",""IMF"",""Immersive Audio"",""Cinema Sound"",""Audio"",""Sound"",""Metadata""]","[""SMPTE.ST377-4.2012"",""SMPTE.ST428-12.2013"",""SMPTE.ST2098-5.2018""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,2098,1,undefined,undefined,undefined,undefined,undefined,undefined,20180618-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2098-2.2018,SMPTE ST 2098-2:2018,Immersive Audio — Immersive Audio Bitstream Specification,Standard,10.5594/SMPTE.ST2098-2.2018,https://doi.org/10.5594/SMPTE.ST2098-2.2018,2018-06-18,SMPTE,https://pub.smpte.org/doc/st2098-2/20180618-pub/,false,undefined,undefined,undefined,undefined,undefined,undefined,true,"[""SMPTE.ST2098-2.2019""]",false,undefined,undefined,smpte-25css-tc,"[""DCinema"",""Immersive Audio"",""Cinema Sound"",""Audio"",""Sound"",""Metadata"",""Sound"",""Metadata""]","[""SMPTE.ST2098-1.2018"",""SMPTE.ST298.2009"",""SMPTE.ST428-12.2013"",""SMPTE.ST2098-5.2018"",""RFC2396""]",undefined,undefined,undefined,undefined,2019-05-29,undefined,undefined,2098,2,undefined,undefined,https://github.com/SMPTE/st2098-2/,undefined,undefined,undefined,20180618-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2098-2.2019,SMPTE ST 2098-2:2019,Immersive Audio — Immersive Audio Bitstream Specification,Standard,10.5594/SMPTE.ST2098-2.2019,https://doi.org/10.5594/SMPTE.ST2098-2.2019,2019-05-29,SMPTE,https://pub.smpte.org/doc/st2098-2/20190529-pub/,false,undefined,undefined,undefined,undefined,undefined,undefined,true,"[""SMPTE.ST2098-2.2022""]",false,undefined,undefined,smpte-27c-tc,"[""DCinema"",""Immersive Audio"",""Cinema Sound"",""Audio"",""Sound"",""Metadata"",""Control""]","[""SMPTE.ST2098-1.2018"",""SMPTE.ST298.2009"",""SMPTE.ST428-12.2013"",""SMPTE.ST2098-5.2018"",""RFC2396"",""R-REC-BS.2051-2.201807""]",undefined,undefined,undefined,undefined,2022-05-25,undefined,undefined,2098,2,undefined,undefined,https://github.com/SMPTE/st2098-2/,undefined,undefined,undefined,20190529-pub,false,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2098-2.2022,SMPTE ST 2098-2:2022,Immersive Audio — Immersive Audio Bitstream Specification,Standard,10.5594/SMPTE.ST2098-2.2022,https://doi.org/10.5594/SMPTE.ST2098-2.2022,2022-05-25,SMPTE,https://pub.smpte.org/doc/st2098-2/20220525-pub/,true,undefined,undefined,undefined,undefined,undefined,undefined,false,undefined,false,undefined,undefined,smpte-27c-tc,"[""DCinema"",""Immersive Audio"",""Cinema Sound"",""Audio"",""Control"",""Metadata""]","[""SMPTE.ST2098-1.2018"",""SMPTE.ST298.2009"",""SMPTE.ST428-12.2013"",""SMPTE.ST2098-5.2018"",""RFC3986"",""RFC1035"",""R-REC-BS.2051-2.201807""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,2098,2,undefined,undefined,https://github.com/SMPTE/st2098-2/,undefined,undefined,undefined,20220525-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2098-5.2018,SMPTE ST 2098-5:2018,Immersive Audio — D-Cinema Immersive Audio Channels and Soundfield Groups,Standard,10.5594/SMPTE.ST2098-5.2018,https://doi.org/10.5594/SMPTE.ST2098-5.2018,2018-02-15,SMPTE,https://pub.smpte.org/doc/st2098-5/20180215-pub/,true,undefined,undefined,"[""SMPTE.ER0989.2014""]",undefined,undefined,undefined,false,undefined,false,undefined,true,smpte-27c-tc,"[""DCinema"",""IMF"",""Packaging"",""Immersive Audio"",""Cinema Sound"",""Audio""]","[""SMPTE.ST428-12.2013""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,2098,5,undefined,undefined,undefined,undefined,2023-02-28,undefined,20180215-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST21.1997,SMPTE ST 21:1997,Video Recording - 3/4-in Type E Helical Scan - Records,Standard,10.5594/SMPTE.ST21.1997,https://doi.org/10.5594/SMPTE.ST21.1997,1997-10-02,SMPTE,https://pub.smpte.org/doc/st21/19971002-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,21,undefined,undefined,undefined,undefined,undefined,undefined,undefined,19971002-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST210.2004,SMPTE ST 210:2004,Motion-Picture Film (16-mm) - Magnetic Audio Records - Two Records on 16-mm Magnetic Film,Standard,10.5594/SMPTE.ST210.2004,https://doi.org/10.5594/SMPTE.ST210.2004,2004-11-08,SMPTE,https://pub.smpte.org/doc/st210/20041108-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,210,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20041108-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2100-1.2017,SMPTE ST 2100-1:2017,Haptic-Tactile Essence for Broadcast Production Applications — Definition and Representation of Haptic-Tactile Essence for Broadcast Production Applications,Standard,10.5594/SMPTE.ST2100-1.2017,https://doi.org/10.5594/SMPTE.ST2100-1.2017,2017-06-27,SMPTE,https://pub.smpte.org/doc/st2100-1/20170627-pub/,true,undefined,undefined,null,undefined,undefined,true,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2100,1,undefined,undefined,undefined,undefined,undefined,undefined,20170627-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2101.2015,SMPTE ST 2101:2015,Format for Non-PCM Audio and Data in AES3 - AC-4 Data Type,Standard,10.5594/SMPTE.ST2101.2015,https://doi.org/10.5594/SMPTE.ST2101.2015,2015-11-06,SMPTE,https://pub.smpte.org/doc/st2101/20151106-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2101,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20151106-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
undefined,SMPTE.ST2102.2017,SMPTE ST 2102:2017,SMPTE Core Metadata,Standard,10.5594/SMPTE.ST2102.2017,https://doi.org/10.5594/SMPTE.ST2102.2017,2017-10-23,SMPTE,https://pub.smpte.org/doc/st2102/20171023-pub/,true,undefined,undefined,null,undefined,undefined,undefined,false,undefined,false,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,2102,undefined,undefined,undefined,undefined,undefined,undefined,undefined,20171023-pub,true,undefined,undefined,undefined,undefined,undefined,undefined,undefined
