authors,docId,docLabel,docTitle,docType,doi,href,publicationDate,publisher,resolvedHref,status.active,details,abstract,references.bibliographic,contentType,revisionOf,status.stabilized,status.superseded,status.supersededBy,status.amended,status.amendedBy,status.reaffirmed,group,keywords,references.normative,status.draft,status.unknown,status.withdrawn,status.statusNote,status.supersededDate,status.versionless,status.amendedDate,docNumber,docPart,isbn,status.withdrawnDate,repo,relatedDocs,status.reaffirmDate,issn,releaseTag,status.latestVersion,status.state,status.stabilizedDate,status.withdrawnNotice,docElement,status.stage,status.supersededByr,xmlNamespace
"[""H. C. Silent"",""J. G. Frayne""]",10.5594-J05521,"Journal of the Society of Motion Picture Engineers ( Volume: 18, Issue: 5, May 1932)",Western Electric Noiseless Recording,Journal Article,10.5594/J05521,https://doi.org/10.5594/J05521,1932-05-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/18/5/4/,true,undefined,undefined,"[""10.1002-j.1538-7305.1927.tb00216.x"",""10.5594-J08011""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Loyd A. Jones""]",10.5594-J05569,"Journal of the Society of Motion Picture Engineers ( Volume: 17, Issue: 4, October 1931)","Photographic Sensitometry, Part I",Journal Article,10.5594/J05569,https://doi.org/10.5594/J05569,1931-10-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/17/4/4/,true,need to add references,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""N. R. Stryker""]",10.5594-J05604,"Journal of the Society of Motion Picture Engineers ( Volume: 18, Issue: 5, May 1932)",Scanning Losses in Reproduction,Journal Article,10.5594/J05604,https://doi.org/10.5594/J05604,1930-11-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/15/5/7/,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Edward W. Kellogg""]",10.5594-J05608,"Journal of the Society of Motion Picture Engineers ( Volume: 15, Issue: 5, November 1930)",A New Recorder for Variable Area Recording,Journal Article,10.5594/J05608,https://doi.org/10.5594/J05608,1930-11-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/15/5/11/,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Clifton Tuttle"",""J. W. McFarlane""]",10.5594-J06549,"Journal of the Society of Motion Picture Engineers ( Volume: 15, Issue: 3, September 1930)",The Measurement of Density in Variable Density Sound Film,Journal Article,10.5594/J06549,https://doi.org/10.5594/J06549,1930-09-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/15/3/10/,true,undefined,undefined,"[""PJv49n33p200.1909"",""PJv56n40p49.1916"",""JOSA.12.000559"",""JOSA.14.000365"",""10.5594-J13132"",""10.5594-J14808"",""10.5594-J13062"",""10.1088-0950-7671.1.3.302"",""10.1016-S0016-0032.28.92060-8""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""R. F. Nicholson""]",10.5594-J06552,"Journal of the Society of Motion Picture Engineers ( Volume: 15, Issue: 3, September 1930)",The Processing of Variable Density Sound Records,Journal Article,10.5594/J06552,https://doi.org/10.5594/J06552,1930-09-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/15/3/13/,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Arthur C. Hardy""]",10.5594-J06591,"Transactions of the Society of Motion Picture Engineers ( Volume: 11, Issue: 31, September 1927)",The Rendering of Tone Values in the Photographic Recording of Sound,Journal Article,10.5594/J06591,https://doi.org/10.5594/J06591,1927-09-01,SMPTE,https://journal.smpte.org/periodicals/Transactions%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/11/31/11/,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Williams, G."",""Strong, M.""]",10.5594-J07182,Journal of the SMPTE 73(9): 792-796; September 1964,Quality control of 16-mm variable-area soundtracks for small studios,Journal Article,10.5594/J07182,https://doi.org/10.5594/J07182,1964-09-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20SMPTE/73/9/18/,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""C. N. Batsel"",""L. T. Sachtleben"",""G. L. Dimmick""]",10.5594-J07428,"Journal of the Society of Motion Picture Engineers ( Volume: 23, Issue: 2, August 1934)",A 16-mm. Sound Recording Camera,Journal Article,10.5594/J07428,https://doi.org/10.5594/J07428,1934-08-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/23/2/5/,true,undefined,undefined,"[""10.5594-J14768""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""A. F. Victor""]",10.5594-J07429,"Journal of the Society of Motion Picture Engineers ( Volume: 23, Issue: 2, August 1934)",Continuous Optical Reduction Printing,Journal Article,10.5594/J07429,https://doi.org/10.5594/J07429,1934-08-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/23/2/6/,true,undefined,undefined,"[""10.5594-J04161"",""10.5594-J18005""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""C. N. Batsel""]",10.5594-J07430,"Journal of the Society of Motion Picture Engineers ( Volume: 23, Issue: 2, August 1934)",A Non-Slip Sound Printer,Journal Article,10.5594/J07430,https://doi.org/10.5594/J07430,1934-08-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/23/2/7/,true,undefined,undefined,"[""10.5594-J12978"",""10.5594-J05514""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""C. N. Batsel"",""G. L. Dimmick"",""L. T. Sachtleben""]",10.5594-J07431,"Journal of the Society of Motion Picture Engineers ( Volume: 23, Issue: 2, August 1934)",Optical Reduction Sound Printing,Journal Article,10.5594/J07431,https://doi.org/10.5594/J07431,1934-08-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/23/2/8/,true,undefined,undefined,"[""10.5594-J12979"",""10.5594-J05608"",""10.5594-J12978"",""10.5594-J10150"",""10.5594-J10149""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""G. L. Dimmick"",""H. Belar""]",10.5594-J07441,"Journal of the Society of Motion Picture Engineers ( Volume: 23, Issue: 1, July 1934)",An Improved System for Noiseless Recording,Journal Article,10.5594/J07441,https://doi.org/10.5594/J07441,1934-07-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/23/1/9/,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""J. Crabtree""]",10.5594-J07459,"Journal of the Society of Motion Picture Engineers ( Volume: 22, Issue: 2, February 1934)",Sound Film Printing - II,Journal Article,10.5594/J07459,https://doi.org/10.5594/J07459,1934-02-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/22/2/4/,true,undefined,undefined,"[""10.5594-J12978""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""J. O. Baker""]",10.5594-J07462,"Journal of the Society of Motion Picture Engineers ( Volume: 22, Issue: 2, February 1934)",Sixteen-MM. Sound-on-Film,Journal Article,10.5594/J07462,https://doi.org/10.5594/J07462,1934-02-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/22/2/7/,true,undefined,undefined,"[""10.5594-J02042""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Donald Foster""]",10.5594-J07506,"Journal of the Society of Motion Picture Engineers ( Volume: 17, Issue: 5, November 1931)",The Effect of Exposure and Development on the Quality of Variable Width Photographic Sound Recording,Journal Article,10.5594/J07506,https://doi.org/10.5594/J07506,1931-11-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/17/5/5/,true,undefined,undefined,"[""10.5594-J06591"",""10.5594-J13051""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""G. L. Dimmick""]",10.5594-J07507,"Journal of the Society of Motion Picture Engineers ( Volume: 17, Issue: 5, November 1931)",High Frequency Response from Variable Width Records as Affected by Exposure and Development,Journal Article,10.5594/J07507,https://doi.org/10.5594/J07507,1931-11-01,SMPTE,https://journal.smpte.org/periodicals/Journal%20of%20the%20Society%20of%20Motion%20Picture%20Engineers/17/5/6/,true,undefined,undefined,"[""10.5594-J13050""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Yoshi Ohno""]",10.5594-J07544,ISSN: 0036-1682,A Simplified Motion-Picture Laboratory Control Method for Improved Color Duplication,Technical Journal,10.5594/J07544,https://doi.org/10.5594/J07544,1976-10-01,SMPTE,https://journal.smpte.org/periodicals/SMPTE%20Journal/85/10/4/,true,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,null,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
"[""Uhlig, Ronald E. ""]",10.5594-J07583,"SMPTE Journal ( Volume: 85, Issue: 8, August 1976)",The Optimum Carrier Frequency for Cross-Modulation Tests,Journal Article,10.5594/J07583,https://doi.org/10.5594/J07583,1976-08-01,SMPTE,https://journal.smpte.org/periodicals/SMPTE%20Journal/85/8/8/,true,need to add references,undefined,"[""10.5594-J14711"",""SMPTE.PH22-52.1960"",""10.5594-J12600""]",undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined
